date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:39	2751/2751	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2020:33:10%20GMT	https://avatars3.githubusercontent.com/hubot?v=3&s=40	/home/troo/websites/jakyll%20theme/avatars3.githubusercontent.com/hubota31c.png	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:10:45	10291/10291	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Mar%202025%2009:40:39%20GMT	https://mermaid.ink/svg/eyJjb2RlIjoiZ3JhcGggTFJcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCB0aHJlYWRpbmdcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCBtdWx0aXByb2Nlc3NpbmdcbnRocmVhZGluZyAtLS0-fCBvbiB0b3Agb2YgfCBcXF90aHJlYWRcbmNsaWNrIGNvbmN1cnJlbnQuZnV0dXJlcyBcImh0dHBzOi8vZG9jcy5weXRob24ub3JnLzMuOS9saWJyYXJ5L2NvbmN1cnJlbnQuZnV0dXJlcy5odG1sXCIgX2JsYW5rIiwibWVybWFpZCI6bnVsbH0	/home/troo/websites/jakyll%20theme/mermaid.ink/svg/eyJjb2RlIjoiZ3JhcGggTFJcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCB0aHJlYWRpbmdcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCBtdWx0aXByb2Nlc3NpbmdcbnRocmVhZGluZyAtLS0-fCBvbiB	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:10:49	337152/337152	---M--	200	added ('OK')	audio/mpeg	etag:%225a375ade-52500%22	https://hpr.dogphilosophy.net/test/mp3.mp3	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/mp3.mp3	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:10:54	2366075/2366075	---M--	200	added ('OK')	audio/ogg	etag:%225040320a-241a7b%22	https://hpr.dogphilosophy.net/test/opus.opus	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/opus.opus	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:01	1532818/1532818	---M--	200	added ('OK')	audio/webm	etag:%22505242e9-176392%22	https://hpr.dogphilosophy.net/test/weba.weba	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/weba.weba	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:06	364781/364781	---M--	200	added ('OK')	application/octet-stream	etag:%225ae92445-590ed%22	https://hpr.dogphilosophy.net/test/cafopus.caf	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/cafopus.caf	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:08	2052223/2052223	---M--	200	added ('OK')	audio/ogg	etag:%224f407fa3-1f507f%22	https://hpr.dogphilosophy.net/test/ogg.ogg	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/ogg.ogg	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:09	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2026%20Mar%202025%2009:41:09%20GMT	https://i.imgur.com/bc9HOJU.png	/home/troo/websites/jakyll%20theme/i.imgur.com/bc9HOJU.45.delayed	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:12	34637/34637	---M--	200	added ('OK')	image/jpeg	etag:%22e9e1519d3e22a217c2628a51156d5240%22	https://s3-media3.fl.yelpcdn.com/bphoto/cQ1Yoa75m2yUFFbY2xwuqw/348s.jpg	/home/troo/websites/jakyll%20theme/s3-media3.fl.yelpcdn.com/bphoto/cQ1Yoa75m2yUFFbY2xwuqw/348s.jpg	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2015/02/28/test-markdown.html)
15:11:13	1542/1542	---M--	200	added ('OK')	image/png	etag:%220x8DCBC96A97CD6DF%22	https://github.githubassets.com/images/icons/emoji/unicode/2709.png	/home/troo/websites/jakyll%20theme/github.githubassets.com/images/icons/emoji/unicode/2709.png	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2015/02/28/test-markdown.html)
15:11:29	4592100/4592100	---M--	200	added ('OK')	audio/wav	etag:%224f407fa3-4611e4%22	https://hpr.dogphilosophy.net/test/wav.wav	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/wav.wav	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:29	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Mar%202025%2009:41:16%20GMT	https://mermaid.ink/robots.txt		(from https://jeffreytse.github.io/jekyll-theme-yat/example/2017/12/08/mermaid-example.html)
15:11:39	0/0	---M--	302	error ('Found')	text/plain	date:Wed,%2026%20Mar%202025%2009:41:30%20GMT	http://www.plantuml.com/robots.txt		(from https://jeffreytse.github.io/jekyll-theme-yat/example/2017/12/04/plantuml-example.html)
15:11:39	6466607/6466607	---M--	200	added ('OK')	video/webm	etag:%226764da59-62ac2f%22	https://jeffreytse.github.io/jekyll-theme-yat/assets/videos/devstories.webm	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/assets/videos/devstories.webm	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:39	6135667/6135667	---M--	200	added ('OK')	audio/flac	etag:%225a375ada-5d9f73%22	https://hpr.dogphilosophy.net/test/flac.flac	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/flac.flac	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:40	5065/5065	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Mar%202015%2009:41:39%20GMT	https://avatars3.githubusercontent.com/robots.txt		(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:41	405/405	---M--	200	added ('OK')	application/octet-stream	etag:%225e86af7a-195%22	https://hpr.dogphilosophy.net/robots.txt		(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:41	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2026%20Mar%202025%2009:41:41%20GMT	http://cdnjs.cloudflare.com/ajax/libs/photoswipe/5.3.7/umd/photoswipe-lightbox.umd.min.js	/home/troo/websites/jakyll%20theme/cdnjs.cloudflare.com/ajax/libs/photoswipe/5.3.7/umd/photoswipe-lightbox.umd.min.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:41	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2026%20Mar%202025%2009:41:41%20GMT	http://cdnjs.cloudflare.com/ajax/libs/highlight.js/10.1.1/highlight.min.js	/home/troo/websites/jakyll%20theme/cdnjs.cloudflare.com/ajax/libs/highlight.js/10.1.1/highlight.min.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:42	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2026%20Mar%202025%2009:41:42%20GMT	http://cdnjs.cloudflare.com/ajax/libs/photoswipe/5.3.7/umd/photoswipe.umd.min.js	/home/troo/websites/jakyll%20theme/cdnjs.cloudflare.com/ajax/libs/photoswipe/5.3.7/umd/photoswipe.umd.min.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:42	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/xml	etag:W/%226764da59-b5ca%22	https://jeffreytse.github.io/jekyll-theme-yat/feed.xml	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/feed.xml	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:42	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2026%20Mar%202025%2009:41:41%20GMT	https://cdnjs.cloudflare.com/ajax/libs/highlight.js/10.1.1/languages/go.min.js	/home/troo/websites/jakyll%20theme/cdnjs.cloudflare.com/ajax/libs/highlight.js/10.1.1/languages/go.min.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:43	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:43%20GMT	https://cdn.jsdelivr.net/npm/mathjax@3/es5/tex-mml-chtml.js	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/mathjax@3/es5/tex-mml-chtml.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:43	166/166	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:43%20GMT	https://jeffreytse.github.io/jekyll-theme-yat/assets/images/banners/home.jpeg	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/assets/images/banners/home.jpg	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:46	389/389	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Wed,%2026%20Mar%202025%2009:41:45%20GMT	https://github-production-user-asset-6210df.s3.amazonaws.com/9413601/269894836-2ed22d49-90b1-4f7e-8e8f-b77b21dee505.gif?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAVCODYLSA53PQK4ZA%2F20250326%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250326T094016Z&X-Amz-Expires=300&X-Amz-Signature=b685d5927b23017ffde6e19039f1364dffb495d6836b1e02e242f18207bb3bc1&X-Amz-SignedHeaders=host	/home/troo/websites/jakyll%20theme/github-production-user-asset-6210df.s3.amazonaws.com/9413601/269894836-2ed22d49-90b1-4f7e-8e8f-b77b21dee5053dbb.gif	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2017/06/10/quick-mardown-example.html)
15:11:47	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%225eb03e5f-6c7db%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	/home/troo/websites/jakyll%20theme/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/fonts/fontawesome-webfont3e6e.svg	(from https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css)
15:11:49	407/407	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2026%20Mar%202025%2009:41:47%20GMT	http://www.unexpected-vortices.com/sw/rippledoc/example-image.jpg	/home/troo/websites/jakyll%20theme/www.unexpected-vortices.com/sw/rippledoc/example-image.jpg	(from https://jeffreytse.github.io/jekyll-theme-yat/example/2017/12/15/table-example.html)
15:11:49	16056/16056	---M--	200	added ('OK')	font/woff2	etag:W/%223eb8-LAgRUjwVBw7YIs2Jrt5dy3cGD8M%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:49	79435/79435	UR-MC-	200	added ('OK')	text/javascript	date:Wed,%2026%20Mar%202025%2009:41:43%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	/home/troo/websites/jakyll%20theme/translate.google.com/translate_a/elementa0d8.js	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:11:49	19916/19916	---M--	200	added ('OK')	font/woff	etag:W/%224dcc-W1fdWzsAzIL11EH8+YM4bR4YDLk%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:49	2936/2936	URF---	200	added ('OK%20(cached)')	image/png		https://github.githubassets.com/images/icons/emoji/unicode/1f44d.png	/home/troo/websites/jakyll%20theme/github.githubassets.com/images/icons/emoji/unicode/1f44d.png	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:49	180508/180508	URF---	200	added ('OK%20(cached)')	image/png		https://user-images.githubusercontent.com/9413601/123900693-1d9ebd00-d99c-11eb-8e9e-cf7879187606.png	/home/troo/websites/jakyll%20theme/user-images.githubusercontent.com/9413601/123900693-1d9ebd00-d99c-11eb-8e9e-cf7879187606.png	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2017/06/10/quick-mardown-example.html)
15:11:51	15312/15312	---M--	200	added ('OK')	font/woff2	etag:W/%223bd0-fehh/GKlKAAVyV0AyriI7NHBFgc%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:52	19044/19044	---M--	200	added ('OK')	font/woff	etag:W/%224a64-pZoRYtGAOU8mZvJ/w3i5WbsAohs%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:52	337152/337152	URF---	200	added ('OK%20(cached)')	audio/mpeg		https://hpr.dogphilosophy.net/test/mp3.mp3	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/mp3.mp3	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:52	2366075/2366075	URF---	200	added ('OK%20(cached)')	application/opus		https://hpr.dogphilosophy.net/test/opus.opus	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/opus.opus	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:52	22360/22360	URF---	200	added ('OK%20(cached)')	image/png		https://jekyllrb.com/img/octojekyll.png	/home/troo/websites/jakyll%20theme/jekyllrb.com/img/octojekyll.png	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:53	16180/16180	---M--	200	added ('OK')	font/woff2	etag:W/%223f34-9IYz3nLlIjjiRs2xkgoPFoa3RwE%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:54	1532818/1532818	URF---	200	added ('OK%20(cached)')	application/weba		https://hpr.dogphilosophy.net/test/weba.weba	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/weba.weba	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:54	2052223/2052223	URF---	200	added ('OK%20(cached)')	application/ogg		https://hpr.dogphilosophy.net/test/ogg.ogg	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/ogg.ogg	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:54	4592100/4592100	URF---	200	added ('OK%20(cached)')	audio/x-wav		https://hpr.dogphilosophy.net/test/wav.wav	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/wav.wav	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:56	20036/20036	---M--	200	added ('OK')	font/woff	etag:W/%224e44-ZrklqWGSbl/zmcIYJKD733cUpLI%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:56	6135667/6135667	URF---	200	added ('OK%20(cached)')	application/flac		https://hpr.dogphilosophy.net/test/flac.flac	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/flac.flac	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:56	364781/364781	URF---	200	added ('OK%20(cached)')	application/caf		https://hpr.dogphilosophy.net/test/cafopus.caf	/home/troo/websites/jakyll%20theme/hpr.dogphilosophy.net/test/cafopus.caf	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:56	6466607/6466607	URF---	200	added ('OK%20(cached)')	application/webm		https://jeffreytse.github.io/jekyll-theme-yat/assets/videos/devstories.webm	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/assets/videos/devstories.webm	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:11:57	16260/16260	---M--	200	added ('OK')	font/woff2	etag:W/%223f84-+qlAlfhncYcMHly4+4CGlnyTcng%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:57	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:57%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:57	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:57%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:57	34637/34637	URF---	200	added ('OK%20(cached)')	image/jpeg		https://s3-media3.fl.yelpcdn.com/bphoto/cQ1Yoa75m2yUFFbY2xwuqw/348s.jpg	/home/troo/websites/jakyll%20theme/s3-media3.fl.yelpcdn.com/bphoto/cQ1Yoa75m2yUFFbY2xwuqw/348s.jpg	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2015/02/28/test-markdown.html)
15:11:59	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:59%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:59	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:59%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-400italic.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:59	20080/20080	---M--	200	added ('OK')	font/woff	etag:W/%224e70-+wsYhxDsOREqJ4ecD7PjOG1wj9k%22	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:11:59	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:41:59%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:12:00	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:42:00%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:12:00	447/447	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Wed,%2026%20Mar%202025%2009:42:00%20GMT	https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff2	/home/troo/websites/jakyll%20theme/cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/files/noto-sans-latin-700italic.woff2	(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
15:12:01	22894/22894	---M--	200	added ('OK')	text/html	etag:%226764da59-596e%22	https://jeffreytse.github.io/jekyll-theme-yat/about.html	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/about.html	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:12:02	28059/28059	---M--	200	added ('OK')	text/html	etag:%226764da5a-6d9b%22	https://jeffreytse.github.io/jekyll-theme-yat/jekyll/2015/01/01/welcome-to-jekyll.html	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/jekyll/2015/01/01/welcome-to-jekyll.html	(from https://jeffreytse.github.io/jekyll-theme-yat/)
15:12:03	18947/18947	---M--	404	error ('Not%20Found')	text/html	etag:%226764da5a-4a03%22	https://jeffreytse.github.io/jekyll-theme-yat/markdown/2017/06/10/local-doc.html	/home/troo/websites/jakyll%20theme/jeffreytse.github.io/jekyll-theme-yat/markdown/2017/06/10/local-doc.html	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2017/06/10/quick-mardown-example.html)
15:12:04	9/9	---M--	404	error ('Not%20Found')	text/plain	date:Wed,%2026%20Mar%202025%2009:42:03%20GMT	https://mermaid.ink/robots.txt		(from https://jeffreytse.github.io/jekyll-theme-yat/example/2017/12/08/mermaid-example.html)
15:12:05	10291/10291	UR-MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Mar%202025%2009:40:39%20GMT	https://mermaid.ink/svg/eyJjb2RlIjoiZ3JhcGggTFJcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCB0aHJlYWRpbmdcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCBtdWx0aXByb2Nlc3NpbmdcbnRocmVhZGluZyAtLS0-fCBvbiB0b3Agb2YgfCBcXF90aHJlYWRcbmNsaWNrIGNvbmN1cnJlbnQuZnV0dXJlcyBcImh0dHBzOi8vZG9jcy5weXRob24ub3JnLzMuOS9saWJyYXJ5L2NvbmN1cnJlbnQuZnV0dXJlcy5odG1sXCIgX2JsYW5rIiwibWVybWFpZCI6bnVsbH0	/home/troo/websites/jakyll%20theme/mermaid.ink/svg/eyJjb2RlIjoiZ3JhcGggTFJcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCB0aHJlYWRpbmdcbmNvbmN1cnJlbnQuZnV0dXJlcyAtLS0-fCBvbiB0b3Agb2YgfCBtdWx0aXByb2Nlc3NpbmdcbnRocmVhZGluZyAtLS0-fCBvbiB	(from https://jeffreytse.github.io/jekyll-theme-yat/markdown/2016/01/01/another-test-markdown.html)
15:12:05	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/typeface-noto-sans@0.0.72/index.min.css)
